Time,PCTime,UEid,Serving Cell RSRP(dBm)
11:11:37.625,40297625,1,-76
11:11:37.750,40297750,1,-76
11:11:37.937,40297937,1,-75
11:11:38.140,40298140,1,-75
11:11:38.421,40298421,1,-74
11:11:38.578,40298578,1,-74
11:11:38.906,40298906,1,-75
11:11:39.031,40299031,1,-74
11:11:39.140,40299140,1,-74
11:11:39.468,40299468,1,-74
11:11:39.578,40299578,1,-74
11:11:39.781,40299781,1,-74
11:11:39.984,40299984,1,-74
11:11:40.140,40300140,1,-74
11:11:40.343,40300343,1,-75
11:11:40.546,40300546,1,-74
11:11:40.750,40300750,1,-74
11:11:41.031,40301031,1,-73
11:11:41.140,40301140,1,-73
11:11:41.421,40301421,1,-73
11:11:41.546,40301546,1,-73
11:11:41.906,40301906,1,-73
11:11:42.031,40302031,1,-74
11:11:42.140,40302140,1,-74
11:11:42.343,40302343,1,-74
11:11:42.578,40302578,1,-73
11:11:42.781,40302781,1,-74
11:11:43.031,40303031,1,-73
11:11:43.218,40303218,1,-74
11:11:43.421,40303421,1,-73
11:11:43.625,40303625,1,-74
11:11:43.781,40303781,1,-73
11:11:44.031,40304031,1,-74
11:11:44.140,40304140,1,-73
11:11:44.468,40304468,1,-74
11:11:44.578,40304578,1,-73
11:11:44.781,40304781,1,-73
11:11:45.140,40305140,1,-73
11:11:45.468,40305468,1,-73
11:11:45.578,40305578,1,-73
11:11:45.859,40305859,1,-73
11:11:45.984,40305984,1,-73
11:11:46.140,40306140,1,-73
11:11:46.343,40306343,1,-73
11:11:46.546,40306546,1,-73
11:11:46.750,40306750,1,-74
11:11:46.984,40306984,1,-73
11:11:47.218,40307218,1,-74
11:11:47.468,40307468,1,-74
11:11:47.625,40307625,1,-74
11:11:47.781,40307781,1,-74
11:11:48.031,40308031,1,-74
11:11:48.218,40308218,1,-74
11:11:48.343,40308343,1,-73
11:11:48.593,40308593,1,-73
11:11:48.781,40308781,1,-73
11:11:48.984,40308984,1,-74
11:11:49.218,40309218,1,-74
11:11:49.421,40309421,1,-74
11:11:49.546,40309546,1,-74
11:11:49.781,40309781,1,-75
11:11:50.031,40310031,1,-73
11:11:50.140,40310140,1,-74
11:11:50.421,40310421,1,-74
11:11:50.546,40310546,1,-74
11:11:50.781,40310781,1,-74
11:11:51.140,40311140,1,-75
11:11:51.468,40311468,1,-75
11:11:51.578,40311578,1,-74
11:11:51.750,40311750,1,-74
11:11:51.984,40311984,1,-75
11:11:52.187,40312187,1,-76
11:11:52.421,40312421,1,-75
11:11:52.546,40312546,1,-75
11:11:52.781,40312781,1,-74
11:11:53.125,40313125,1,-74
11:11:53.218,40313218,1,-74
11:11:53.421,40313421,1,-74
11:11:53.578,40313578,1,-74
11:11:53.781,40313781,1,-75
11:11:54.031,40314031,1,-77
11:11:54.218,40314218,1,-76
11:11:54.468,40314468,1,-75
11:11:54.593,40314593,1,-75
11:11:54.781,40314781,1,-76
11:11:54.984,40314984,1,-75
11:11:55.218,40315218,1,-74
11:11:55.421,40315421,1,-75
11:11:55.546,40315546,1,-75
11:11:55.781,40315781,1,-75
11:11:56.031,40316031,1,-75
11:11:56.140,40316140,1,-75
11:11:56.421,40316421,1,-75
11:11:56.546,40316546,1,-75
11:11:56.750,40316750,1,-76
11:11:57.031,40317031,1,-76
11:11:57.140,40317140,1,-74
11:11:57.468,40317468,1,-74
11:11:57.578,40317578,1,-74
11:11:57.781,40317781,1,-75
11:11:58.031,40318031,1,-75
11:11:58.140,40318140,1,-76
11:11:58.359,40318359,1,-76
11:11:58.578,40318578,1,-75
11:11:58.750,40318750,1,-74
11:11:58.937,40318937,1,-75
11:11:59.187,40319187,1,-75
11:11:59.546,40319546,1,-74
11:11:59.781,40319781,1,-74
11:12:0.031,40320031,1,-74
11:12:0.218,40320218,1,-75
11:12:0.343,40320343,1,-75
11:12:0.578,40320578,1,-75
11:12:0.781,40320781,1,-76
11:12:0.984,40320984,1,-75
11:12:1.218,40321218,1,-76
11:12:1.468,40321468,1,-75
11:12:1.546,40321546,1,-74
11:12:1.859,40321859,1,-73
11:12:1.984,40321984,1,-76
11:12:2.218,40322218,1,-75
11:12:2.421,40322421,1,-77
11:12:2.546,40322546,1,-79
11:12:2.781,40322781,1,-79
11:12:3.031,40323031,1,-79
11:12:3.218,40323218,1,-77
11:12:3.468,40323468,1,-76
11:12:3.578,40323578,1,-77
11:12:3.781,40323781,1,-77
11:12:4.031,40324031,1,-77
11:12:4.140,40324140,1,-77
11:12:4.390,40324390,1,-77
11:12:4.546,40324546,1,-76
11:12:4.859,40324859,1,-77
11:12:4.984,40324984,1,-77
11:12:5.218,40325218,1,-78
11:12:5.468,40325468,1,-78
11:12:5.593,40325593,1,-78
11:12:5.781,40325781,1,-78
11:12:5.984,40325984,1,-77
11:12:6.218,40326218,1,-77
11:12:6.390,40326390,1,-78
11:12:6.578,40326578,1,-79
11:12:6.750,40326750,1,-78
11:12:6.937,40326937,1,-77
11:12:7.218,40327218,1,-76
11:12:7.343,40327343,1,-76
11:12:7.546,40327546,1,-77
11:12:7.750,40327750,1,-77
11:12:8.031,40328031,1,-76
11:12:8.156,40328156,1,-76
11:12:8.343,40328343,1,-76
11:12:8.578,40328578,1,-77
11:12:8.781,40328781,1,-76
11:12:9.031,40329031,1,-78
11:12:9.140,40329140,1,-78
11:12:9.468,40329468,1,-80
11:12:9.578,40329578,1,-78
11:12:9.781,40329781,1,-80
11:12:10.031,40330031,1,-80
11:12:10.218,40330218,1,-80
11:12:10.343,40330343,1,-80
11:12:10.546,40330546,1,-79
11:12:10.781,40330781,1,-78
11:12:11.031,40331031,1,-79
11:12:11.140,40331140,1,-78
11:12:11.421,40331421,1,-78
11:12:11.546,40331546,1,-78
11:12:11.781,40331781,1,-78
11:12:12.031,40332031,1,-78
11:12:12.140,40332140,1,-78
11:12:12.328,40332328,1,-78
11:12:12.578,40332578,1,-78
11:12:12.781,40332781,1,-79
11:12:13.031,40333031,1,-79
11:12:13.218,40333218,1,-80
11:12:13.421,40333421,1,-79
11:12:13.546,40333546,1,-79
11:12:13.750,40333750,1,-79
11:12:14.031,40334031,1,-79
11:12:14.140,40334140,1,-79
11:12:14.421,40334421,1,-79
11:12:14.625,40334625,1,-78
11:12:14.781,40334781,1,-78
11:12:15.031,40335031,1,-77
11:12:15.140,40335140,1,-78
11:12:15.468,40335468,1,-79
11:12:15.593,40335593,1,-79
11:12:15.781,40335781,1,-77
11:12:16.031,40336031,1,-77
11:12:16.218,40336218,1,-78
11:12:16.343,40336343,1,-77
11:12:16.578,40336578,1,-77
11:12:16.781,40336781,1,-77
11:12:17.031,40337031,1,-78
11:12:17.140,40337140,1,-78
11:12:17.421,40337421,1,-80
11:12:17.546,40337546,1,-79
11:12:17.781,40337781,1,-78
11:12:18.031,40338031,1,-78
11:12:18.140,40338140,1,-78
11:12:18.343,40338343,1,-78
11:12:18.593,40338593,1,-78
11:12:18.781,40338781,1,-78
11:12:19.031,40339031,1,-79
11:12:19.140,40339140,1,-79
11:12:19.468,40339468,1,-78
11:12:19.578,40339578,1,-79
11:12:19.750,40339750,1,-79
11:12:19.984,40339984,1,-79
11:12:20.218,40340218,1,-78
11:12:20.421,40340421,1,-78
11:12:20.546,40340546,1,-78
11:12:20.781,40340781,1,-78
11:12:21.031,40341031,1,-78
11:12:21.140,40341140,1,-77
11:12:21.468,40341468,1,-76
11:12:21.578,40341578,1,-76
11:12:21.781,40341781,1,-78
11:12:21.984,40341984,1,-76
11:12:22.218,40342218,1,-76
11:12:22.468,40342468,1,-77
11:12:22.562,40342562,1,-78
11:12:22.750,40342750,1,-77
11:12:22.984,40342984,1,-77
11:12:23.218,40343218,1,-78
11:12:23.343,40343343,1,-81
11:12:23.546,40343546,1,-80
11:12:23.781,40343781,1,-79
11:12:24.031,40344031,1,-79
11:12:24.140,40344140,1,-78
11:12:24.421,40344421,1,-78
11:12:24.578,40344578,1,-78
11:12:24.781,40344781,1,-78
11:12:25.031,40345031,1,-77
11:12:25.140,40345140,1,-79
11:12:25.390,40345390,1,-78
11:12:25.593,40345593,1,-80
11:12:25.750,40345750,1,-78
11:12:26.031,40346031,1,-77
11:12:26.140,40346140,1,-77
11:12:26.343,40346343,1,-76
11:12:26.593,40346593,1,-76
11:12:26.781,40346781,1,-75
11:12:27.031,40347031,1,-75
11:12:27.140,40347140,1,-75
11:12:27.468,40347468,1,-75
11:12:27.578,40347578,1,-76
11:12:27.781,40347781,1,-76
11:12:28.015,40348015,1,-75
11:12:28.218,40348218,1,-75
11:12:28.421,40348421,1,-76
11:12:28.546,40348546,1,-77
11:12:28.750,40348750,1,-79
11:12:28.953,40348953,1,-78
11:12:29.218,40349218,1,-79
11:12:29.421,40349421,1,-80
11:12:29.625,40349625,1,-80
11:12:29.750,40349750,1,-80
11:12:29.984,40349984,1,-80
11:12:30.140,40350140,1,-81
11:12:30.343,40350343,1,-80
11:12:30.578,40350578,1,-79
11:12:30.781,40350781,1,-80
11:12:31.140,40351140,1,-79
11:12:31.468,40351468,1,-81
11:12:31.625,40351625,1,-81
11:12:31.750,40351750,1,-79
11:12:31.984,40351984,1,-79
11:12:32.218,40352218,1,-78
11:12:32.343,40352343,1,-79
11:12:32.578,40352578,1,-79
11:12:32.750,40352750,1,-79
11:12:32.984,40352984,1,-79
11:12:33.187,40353187,1,-80
11:12:33.421,40353421,1,-79
11:12:33.546,40353546,1,-79
11:12:33.906,40353906,1,-80
11:12:34.031,40354031,1,-79
11:12:34.140,40354140,1,-78
11:12:34.390,40354390,1,-79
11:12:34.625,40354625,1,-78
11:12:34.750,40354750,1,-78
11:12:34.984,40354984,1,-79
11:12:35.140,40355140,1,-79
11:12:35.421,40355421,1,-80
11:12:35.578,40355578,1,-80
11:12:35.828,40355828,1,-79
11:12:35.953,40355953,1,-79
11:12:36.187,40356187,1,-80
11:12:36.390,40356390,1,-79
11:12:36.546,40356546,1,-80
11:12:36.750,40356750,1,-80
11:12:36.984,40356984,1,-79
11:12:37.187,40357187,1,-80
11:12:37.468,40357468,1,-80
11:12:37.625,40357625,1,-81
11:12:37.781,40357781,1,-80
11:12:38.031,40358031,1,-79
11:12:38.140,40358140,1,-81
11:12:38.343,40358343,1,-80
11:12:38.593,40358593,1,-79
11:12:38.781,40358781,1,-79
11:12:39.031,40359031,1,-78
11:12:39.140,40359140,1,-78
11:12:39.421,40359421,1,-80
11:12:39.546,40359546,1,-80
11:12:39.781,40359781,1,-79
11:12:40.031,40360031,1,-80
11:12:40.140,40360140,1,-81
11:12:40.343,40360343,1,-82
11:12:40.578,40360578,1,-83
11:12:40.750,40360750,1,-81
11:12:40.984,40360984,1,-81
11:12:41.187,40361187,1,-81
11:12:41.421,40361421,1,-81
11:12:41.546,40361546,1,-80
11:12:41.781,40361781,1,-80
11:12:42.031,40362031,1,-80
11:12:42.140,40362140,1,-80
11:12:42.343,40362343,1,-80
11:12:42.593,40362593,1,-79
11:12:42.781,40362781,1,-80
11:12:43.015,40363015,1,-80
11:12:43.218,40363218,1,-80
11:12:43.343,40363343,1,-80
11:12:43.578,40363578,1,-79
11:12:43.750,40363750,1,-79
11:12:43.984,40363984,1,-79
11:12:44.218,40364218,1,-81
11:12:44.468,40364468,1,-82
11:12:44.593,40364593,1,-81
11:12:44.781,40364781,1,-80
11:12:45.031,40365031,1,-79
11:12:45.140,40365140,1,-77
11:12:45.421,40365421,1,-78
11:12:45.546,40365546,1,-79
11:12:45.781,40365781,1,-80
11:12:46.031,40366031,1,-79
11:12:46.140,40366140,1,-79
11:12:46.421,40366421,1,-80
11:12:46.546,40366546,1,-81
11:12:46.781,40366781,1,-81
11:12:46.953,40366953,1,-82
11:12:47.187,40367187,1,-81
11:12:47.421,40367421,1,-80
11:12:47.625,40367625,1,-79
11:12:47.750,40367750,1,-80
11:12:48.031,40368031,1,-81
11:12:48.140,40368140,1,-82
11:12:48.343,40368343,1,-81
11:12:48.578,40368578,1,-82
11:12:48.781,40368781,1,-81
11:12:48.984,40368984,1,-80
11:12:49.187,40369187,1,-80
11:12:49.343,40369343,1,-81
11:12:49.546,40369546,1,-81
11:12:49.781,40369781,1,-81
11:12:49.984,40369984,1,-81
11:12:50.187,40370187,1,-81
11:12:50.343,40370343,1,-82
11:12:50.593,40370593,1,-80
11:12:50.765,40370765,1,-80
11:12:50.984,40370984,1,-82
11:12:51.187,40371187,1,-80
11:12:51.546,40371546,1,-78
11:12:51.781,40371781,1,-79
11:12:51.984,40371984,1,-79
11:12:52.218,40372218,1,-78
11:12:52.468,40372468,1,-78
11:12:52.593,40372593,1,-78
11:12:52.750,40372750,1,-80
11:12:53.031,40373031,1,-79
11:12:53.140,40373140,1,-78
11:12:53.468,40373468,1,-78
11:12:53.546,40373546,1,-80
11:12:53.781,40373781,1,-82
11:12:54.031,40374031,1,-80
11:12:54.140,40374140,1,-80
11:12:54.468,40374468,1,-81
11:12:54.578,40374578,1,-80
11:12:54.781,40374781,1,-81
11:12:55.109,40375109,1,-82
11:12:55.187,40375187,1,-80
11:12:55.343,40375343,1,-82
11:12:55.546,40375546,1,-83
11:12:55.750,40375750,1,-82
11:12:55.953,40375953,1,-82
11:12:56.218,40376218,1,-81
11:12:56.390,40376390,1,-80
11:12:56.578,40376578,1,-80
11:12:56.812,40376812,1,-80
11:12:56.953,40376953,1,-80
11:12:57.187,40377187,1,-81
11:12:57.343,40377343,1,-81
11:12:57.578,40377578,1,-82
11:12:57.781,40377781,1,-82
11:12:57.953,40377953,1,-81
11:12:58.140,40378140,1,-80
11:12:58.390,40378390,1,-81
11:12:58.578,40378578,1,-81
11:12:58.781,40378781,1,-82
11:12:59.031,40379031,1,-81
11:12:59.140,40379140,1,-81
11:12:59.421,40379421,1,-81
11:12:59.546,40379546,1,-82
11:12:59.750,40379750,1,-82
11:12:59.953,40379953,1,-82
11:13:0.218,40380218,1,-81
11:13:0.421,40380421,1,-82
11:13:0.546,40380546,1,-81
11:13:0.781,40380781,1,-82
11:13:0.984,40380984,1,-81
11:13:1.218,40381218,1,-81
11:13:1.468,40381468,1,-81
11:13:1.593,40381593,1,-81
11:13:1.750,40381750,1,-81
11:13:1.953,40381953,1,-81
11:13:2.187,40382187,1,-82
11:13:2.343,40382343,1,-81
11:13:2.578,40382578,1,-80
11:13:2.781,40382781,1,-80
11:13:2.984,40382984,1,-79
11:13:3.218,40383218,1,-80
11:13:3.468,40383468,1,-80
11:13:3.578,40383578,1,-81
11:13:3.781,40383781,1,-79
11:13:3.984,40383984,1,-80
11:13:4.218,40384218,1,-80
11:13:4.468,40384468,1,-81
11:13:4.578,40384578,1,-81
11:13:4.750,40384750,1,-82
11:13:4.984,40384984,1,-82
11:13:5.218,40385218,1,-83
11:13:5.546,40385546,1,-84
11:13:5.781,40385781,1,-83
11:13:6.031,40386031,1,-83
11:13:6.140,40386140,1,-83
11:13:6.421,40386421,1,-83
11:13:6.546,40386546,1,-83
11:13:6.781,40386781,1,-83
11:13:7.031,40387031,1,-83
11:13:7.218,40387218,1,-82
11:13:7.468,40387468,1,-82
11:13:7.546,40387546,1,-81
11:13:7.750,40387750,1,-82
11:13:8.031,40388031,1,-82
11:13:8.218,40388218,1,-82
11:13:8.343,40388343,1,-82
11:13:8.578,40388578,1,-82
11:13:8.781,40388781,1,-82
11:13:9.031,40389031,1,-81
11:13:9.140,40389140,1,-81
11:13:9.421,40389421,1,-82
11:13:9.546,40389546,1,-81
11:13:9.781,40389781,1,-81
11:13:9.984,40389984,1,-81
11:13:10.218,40390218,1,-82
11:13:10.343,40390343,1,-81
11:13:10.546,40390546,1,-81
11:13:10.781,40390781,1,-80
11:13:10.984,40390984,1,-81
11:13:11.140,40391140,1,-80
11:13:11.421,40391421,1,-80
11:13:11.546,40391546,1,-80
11:13:11.781,40391781,1,-80
11:13:11.984,40391984,1,-81
11:13:12.140,40392140,1,-81
11:13:12.390,40392390,1,-82
11:13:12.546,40392546,1,-81
11:13:12.812,40392812,1,-82
11:13:13.031,40393031,1,-82
11:13:13.218,40393218,1,-82
11:13:13.468,40393468,1,-82
11:13:13.578,40393578,1,-82
11:13:13.750,40393750,1,-81
11:13:13.984,40393984,1,-82
11:13:14.218,40394218,1,-82
11:13:14.390,40394390,1,-81
11:13:14.546,40394546,1,-81
11:13:14.750,40394750,1,-82
11:13:14.984,40394984,1,-83
11:13:15.218,40395218,1,-82
11:13:15.468,40395468,1,-81
11:13:15.546,40395546,1,-82
11:13:15.828,40395828,1,-82
11:13:15.984,40395984,1,-80
11:13:16.140,40396140,1,-81
11:13:16.390,40396390,1,-82
11:13:16.546,40396546,1,-81
11:13:16.781,40396781,1,-81
11:13:17.031,40397031,1,-83
11:13:17.140,40397140,1,-84
11:13:17.468,40397468,1,-81
11:13:17.546,40397546,1,-81
11:13:17.781,40397781,1,-83
11:13:18.031,40398031,1,-82
11:13:18.140,40398140,1,-82
11:13:18.421,40398421,1,-82
11:13:18.546,40398546,1,-82
11:13:18.781,40398781,1,-82
11:13:18.984,40398984,1,-82
11:13:19.218,40399218,1,-81
11:13:19.421,40399421,1,-81
11:13:19.546,40399546,1,-81
11:13:19.796,40399796,1,-82
11:13:19.984,40399984,1,-82
11:13:20.218,40400218,1,-82
11:13:20.343,40400343,1,-81
11:13:20.546,40400546,1,-81
11:13:20.750,40400750,1,-82
11:13:20.953,40400953,1,-82
11:13:21.187,40401187,1,-81
11:13:21.421,40401421,1,-81
11:13:21.546,40401546,1,-80
11:13:21.781,40401781,1,-79
11:13:22.031,40402031,1,-80
11:13:22.140,40402140,1,-79
11:13:22.343,40402343,1,-78
11:13:22.593,40402593,1,-77
11:13:22.781,40402781,1,-77
11:13:22.984,40402984,1,-76
11:13:23.218,40403218,1,-76
11:13:23.343,40403343,1,-76
11:13:23.578,40403578,1,-76
11:13:23.781,40403781,1,-76
11:13:24.031,40404031,1,-79
11:13:24.218,40404218,1,-81
11:13:24.468,40404468,1,-82
11:13:24.578,40404578,1,-82
11:13:24.781,40404781,1,-81
11:13:25.031,40405031,1,-81
11:13:25.140,40405140,1,-80
11:13:25.468,40405468,1,-82
11:13:25.578,40405578,1,-81
11:13:25.750,40405750,1,-80
11:13:25.984,40405984,1,-80
11:13:26.218,40406218,1,-80
11:13:26.343,40406343,1,-79
11:13:26.578,40406578,1,-78
11:13:26.781,40406781,1,-78
11:13:27.140,40407140,1,-77
11:13:27.421,40407421,1,-77
11:13:27.546,40407546,1,-77
11:13:27.781,40407781,1,-77
11:13:28.031,40408031,1,-76
11:13:28.140,40408140,1,-76
11:13:28.343,40408343,1,-76
11:13:28.546,40408546,1,-76
11:13:28.750,40408750,1,-77
11:13:29.031,40409031,1,-77
11:13:29.140,40409140,1,-77
11:13:29.468,40409468,1,-76
11:13:29.593,40409593,1,-77
11:13:29.781,40409781,1,-77
11:13:30.031,40410031,1,-77
11:13:30.187,40410187,1,-78
11:13:30.359,40410359,1,-78
11:13:30.593,40410593,1,-78
11:13:30.781,40410781,1,-78
11:13:30.984,40410984,1,-78
11:13:31.218,40411218,1,-78
11:13:31.468,40411468,1,-78
11:13:31.546,40411546,1,-78
11:13:31.750,40411750,1,-78
11:13:31.984,40411984,1,-78
11:13:32.218,40412218,1,-78
11:13:32.343,40412343,1,-78
11:13:32.593,40412593,1,-78
11:13:32.781,40412781,1,-79
11:13:32.984,40412984,1,-78
11:13:33.187,40413187,1,-78
11:13:33.468,40413468,1,-77
11:13:33.578,40413578,1,-77
11:13:33.781,40413781,1,-77
11:13:34.031,40414031,1,-76
11:13:34.218,40414218,1,-78
11:13:34.343,40414343,1,-77
11:13:34.578,40414578,1,-78
11:13:34.750,40414750,1,-77
11:13:34.984,40414984,1,-78
11:13:35.218,40415218,1,-77
11:13:35.468,40415468,1,-77
11:13:35.593,40415593,1,-77
11:13:35.781,40415781,1,-77
11:13:35.984,40415984,1,-77
11:13:36.218,40416218,1,-77
11:13:36.343,40416343,1,-77
11:13:36.578,40416578,1,-77
11:13:36.781,40416781,1,-77
11:13:37.031,40417031,1,-77
11:13:37.140,40417140,1,-76
11:13:37.468,40417468,1,-77
11:13:37.546,40417546,1,-76
11:13:37.781,40417781,1,-77
11:13:38.031,40418031,1,-76
11:13:38.140,40418140,1,-76
11:13:38.343,40418343,1,-76
11:13:38.578,40418578,1,-76
11:13:38.750,40418750,1,-76
11:13:38.984,40418984,1,-77
11:13:39.140,40419140,1,-76
11:13:39.468,40419468,1,-76
11:13:39.578,40419578,1,-76
11:13:39.781,40419781,1,-76
11:13:40.000,40420000,1,-76
11:13:40.218,40420218,1,-76
11:13:40.343,40420343,1,-76
11:13:40.593,40420593,1,-76
11:13:40.781,40420781,1,-77
11:13:41.000,40421000,1,-77
11:13:41.218,40421218,1,-77
11:13:41.468,40421468,1,-77
11:13:41.578,40421578,1,-77
11:13:41.750,40421750,1,-77
11:13:41.953,40421953,1,-77
11:13:42.187,40422187,1,-78
11:13:42.343,40422343,1,-78
11:13:42.593,40422593,1,-77
11:13:42.781,40422781,1,-78
11:13:43.031,40423031,1,-78
11:13:43.140,40423140,1,-76
11:13:43.468,40423468,1,-76
11:13:43.593,40423593,1,-77
11:13:43.781,40423781,1,-78
11:13:44.031,40424031,1,-78
11:13:44.156,40424156,1,-79
11:13:44.359,40424359,1,-78
11:13:44.593,40424593,1,-77
11:13:44.781,40424781,1,-78
11:13:45.031,40425031,1,-79
11:13:45.140,40425140,1,-78
11:13:45.468,40425468,1,-79
11:13:45.578,40425578,1,-79
11:13:45.781,40425781,1,-78
11:13:46.031,40426031,1,-78
11:13:46.140,40426140,1,-77
11:13:46.343,40426343,1,-76
11:13:46.593,40426593,1,-76
11:13:46.781,40426781,1,-78
11:13:47.031,40427031,1,-77
11:13:47.140,40427140,1,-78
11:13:47.468,40427468,1,-78
11:13:47.593,40427593,1,-79
11:13:47.750,40427750,1,-79
11:13:47.984,40427984,1,-79
11:13:48.218,40428218,1,-78
11:13:48.343,40428343,1,-78
11:13:48.593,40428593,1,-77
11:13:48.781,40428781,1,-78
11:13:49.031,40429031,1,-77
11:13:49.140,40429140,1,-78
11:13:49.484,40429484,1,-77
11:13:49.578,40429578,1,-77
11:13:49.906,40429906,1,-80
11:13:50.031,40430031,1,-76
11:13:50.140,40430140,1,-77
11:13:50.343,40430343,1,-79
11:13:50.593,40430593,1,-79
11:13:50.750,40430750,1,-77
11:13:51.031,40431031,1,-78
11:13:51.140,40431140,1,-78
11:13:51.343,40431343,1,-78
11:13:51.593,40431593,1,-79
11:13:51.781,40431781,1,-79
11:13:51.984,40431984,1,-79
11:13:52.218,40432218,1,-80
11:13:52.343,40432343,1,-79
11:13:52.578,40432578,1,-79
11:13:52.781,40432781,1,-78
11:13:53.031,40433031,1,-78
11:13:53.218,40433218,1,-79
11:13:53.343,40433343,1,-80
11:13:53.546,40433546,1,-78
11:13:53.781,40433781,1,-79
11:13:54.031,40434031,1,-78
11:13:54.140,40434140,1,-79
11:13:54.343,40434343,1,-79
11:13:54.625,40434625,1,-79
11:13:54.750,40434750,1,-79
11:13:54.984,40434984,1,-79
11:13:55.218,40435218,1,-78
11:13:55.468,40435468,1,-80
11:13:55.593,40435593,1,-80
11:13:55.781,40435781,1,-80
11:13:56.031,40436031,1,-80
11:13:56.140,40436140,1,-80
11:13:56.343,40436343,1,-80
11:13:56.593,40436593,1,-79
11:13:56.781,40436781,1,-78
11:13:57.031,40437031,1,-79
11:13:57.140,40437140,1,-80
11:13:57.421,40437421,1,-80
11:13:57.546,40437546,1,-80
11:13:57.781,40437781,1,-81
11:13:58.031,40438031,1,-81
11:13:58.140,40438140,1,-82
11:13:58.468,40438468,1,-82
11:13:58.578,40438578,1,-82
11:13:58.781,40438781,1,-82
11:13:59.140,40439140,1,-80
11:13:59.468,40439468,1,-79
11:13:59.578,40439578,1,-80
11:13:59.781,40439781,1,-79
11:14:0.031,40440031,1,-80
11:14:0.140,40440140,1,-81
11:14:0.343,40440343,1,-80
11:14:0.593,40440593,1,-80
11:14:0.781,40440781,1,-80
11:14:0.984,40440984,1,-80
11:14:1.218,40441218,1,-79
11:14:1.421,40441421,1,-80
11:14:1.578,40441578,1,-80
11:14:1.781,40441781,1,-80
11:14:2.031,40442031,1,-79
11:14:2.140,40442140,1,-79
11:14:2.343,40442343,1,-80
11:14:2.593,40442593,1,-80
11:14:2.781,40442781,1,-81
11:14:3.031,40443031,1,-81
11:14:3.140,40443140,1,-82
11:14:3.468,40443468,1,-82
11:14:3.593,40443593,1,-82
11:14:3.781,40443781,1,-82
11:14:4.031,40444031,1,-81
11:14:4.140,40444140,1,-80
11:14:4.421,40444421,1,-79
11:14:4.578,40444578,1,-79
11:14:4.750,40444750,1,-80
11:14:4.984,40444984,1,-80
11:14:5.218,40445218,1,-80
11:14:5.343,40445343,1,-81
11:14:5.578,40445578,1,-80
11:14:5.781,40445781,1,-80
11:14:6.031,40446031,1,-79
11:14:6.140,40446140,1,-78
11:14:6.343,40446343,1,-78
11:14:6.593,40446593,1,-80
11:14:6.906,40446906,1,-79
11:14:7.140,40447140,1,-79
11:14:7.468,40447468,1,-79
11:14:7.578,40447578,1,-78
11:14:7.781,40447781,1,-79
11:14:8.031,40448031,1,-79
11:14:8.140,40448140,1,-79
11:14:8.343,40448343,1,-80
11:14:8.593,40448593,1,-80
11:14:8.781,40448781,1,-78
11:14:9.140,40449140,1,-78
11:14:9.421,40449421,1,-79
11:14:9.578,40449578,1,-80
11:14:9.781,40449781,1,-80
11:14:10.031,40450031,1,-80
11:14:10.140,40450140,1,-80
11:14:10.343,40450343,1,-79
11:14:10.546,40450546,1,-80
11:14:10.750,40450750,1,-80
11:14:11.031,40451031,1,-80
11:14:11.140,40451140,1,-79
11:14:11.468,40451468,1,-79
11:14:11.625,40451625,1,-79
11:14:11.781,40451781,1,-78
11:14:12.031,40452031,1,-78
11:14:12.218,40452218,1,-79
11:14:12.343,40452343,1,-79
11:14:12.593,40452593,1,-79
11:14:12.781,40452781,1,-79
11:14:13.140,40453140,1,-79
11:14:13.468,40453468,1,-79
11:14:13.546,40453546,1,-78
11:14:13.781,40453781,1,-79
11:14:14.031,40454031,1,-80
11:14:14.140,40454140,1,-81
11:14:14.343,40454343,1,-81
11:14:14.578,40454578,1,-81
11:14:14.781,40454781,1,-81
11:14:15.031,40455031,1,-81
11:14:15.140,40455140,1,-81
11:14:15.343,40455343,1,-81
11:14:15.593,40455593,1,-81
11:14:15.890,40455890,1,-81
11:14:15.984,40455984,1,-82
11:14:16.218,40456218,1,-81
11:14:16.468,40456468,1,-81
11:14:16.593,40456593,1,-81
11:14:16.781,40456781,1,-81
11:14:17.031,40457031,1,-81
11:14:17.140,40457140,1,-81
11:14:17.421,40457421,1,-81
11:14:17.546,40457546,1,-83
11:14:17.750,40457750,1,-82
11:14:17.984,40457984,1,-81
11:14:18.218,40458218,1,-81
11:14:18.343,40458343,1,-82
11:14:18.593,40458593,1,-82
11:14:18.781,40458781,1,-81
11:14:19.031,40459031,1,-81
11:14:19.140,40459140,1,-82
11:14:19.468,40459468,1,-82
11:14:19.546,40459546,1,-81
11:14:19.781,40459781,1,-82
11:14:20.031,40460031,1,-82
11:14:20.140,40460140,1,-81
11:14:20.343,40460343,1,-82
11:14:20.593,40460593,1,-82
11:14:20.750,40460750,1,-81
11:14:20.984,40460984,1,-81
11:14:21.218,40461218,1,-81
11:14:21.468,40461468,1,-80
11:14:21.593,40461593,1,-80
11:14:21.781,40461781,1,-80
11:14:21.984,40461984,1,-79
11:14:22.218,40462218,1,-79
11:14:22.343,40462343,1,-79
11:14:22.593,40462593,1,-79
11:14:22.781,40462781,1,-80
11:14:22.984,40462984,1,-78
11:14:23.218,40463218,1,-77
11:14:23.578,40463578,1,-78
11:14:23.593,40463593,1,-78
11:14:23.781,40463781,1,-79
